鄉鎮市區.x,...1,Unnamed..0,學校級別,代碼,School,City,地址,電話,地區屬性,longitude,latitude,newLat,newLng,isInService_foodpanda,inServiceUber
後龍鎮,637,637,國民小學,54679,縣立後龍國小,苗栗縣,[356]苗栗縣後龍鎮大庄里成功路254號,(037)722049,,120.833669,24.248822,24.6138687,120.7958811,1,1
苑裡鎮,677,677,國民小學,54722,縣立客庄國小,苗栗縣,[358]苗栗縣苑裡鎮客庄里新興路21號,(037)865646,,120.595607,24.260491,24.4396603,120.6548744,1,1
苗栗市,672,672,國民小學,54717,縣立文華國小,苗栗縣,[360]苗栗縣苗栗市文山里正發路133號,(037)354465,,120.561725,24.235147,24.5690721,120.8179242,1,1
銅鑼鄉,581,581,國民小學,54616,縣立銅鑼國小,苗栗縣,[366]苗栗縣銅鑼鄉福興村文化街1號,(037)981013,,120.955037,24.850843,24.4895462,120.7905951,1,1
頭份市,670,670,國民小學,54715,縣立建國國小,苗栗縣,[351]苗栗縣頭份市建國路80號,(037)665905,,120.62847,24.4203,24.6952504,120.9121915,1,1
後龍鎮,640,640,國民小學,54683,縣立龍坑國小,苗栗縣,[356]苗栗縣後龍鎮龍坑里158號,(037)722027,,120.773309,24.276058,24.596959,120.7838403,1,0
苑裡鎮,595,595,國民小學,54631,縣立藍田國小,苗栗縣,[358]苗栗縣苑裡鎮泰田里3鄰62號,(037)743504,,120.666443,23.66404,24.3932566,120.6918803,1,0
苗栗市,572,572,國民小學,54606,縣立新英國小,苗栗縣,[360]苗栗縣苗栗市南勢里新勝8號,(037)320715,,121.121791,24.661759,24.527361,120.795573,1,0
通霄鎮,599,599,國民小學,54635,縣立通霄國小,苗栗縣,[357]苗栗縣通霄鎮通東里中正路12號,(037)752008,,120.656404,23.645963,24.4910234,120.6840122,1,0
造橋鄉,632,632,國民小學,54673,縣立造橋國小,苗栗縣,[361]苗栗縣造橋鄉造橋村十四鄰3號,(037)542686,,120.830337,24.258154,24.6460168,120.8275926,1,0
頭份市,616,616,國民小學,54654,縣立僑善國小,苗栗縣,[351]苗栗縣頭份市中正一路395號,(037)663137,,120.754624,23.728325,24.6860977,120.9348653,1,0
頭屋鄉,573,573,國民小學,54607,縣立頭屋國小,苗栗縣,[362]苗栗縣頭屋鄉頭屋村中山街15號,(037)251071,,121.002174,24.838077,24.575632,120.8505331,1,0
大溪區,354,354,國民小學,34660,市立中興國小,桃園市,[335]桃園市大溪區瑞興里一鄰大鶯路1125號,(03)3801394,偏遠,121.267233,25.10234,24.9251636,121.3100907,1,0
新屋區,402,402,國民小學,34708,市立大坡國小,桃園市,[327]桃園市新屋區大坡里五鄰5號,(03)4768311,,121.215829,24.959418,24.9593212,121.0421102,1,0
楊梅區,389,389,國民小學,34695,市立上湖國小,桃園市,[326]桃園市楊梅區上湖里上湖二路88號,(03)4728925,,121.304675,24.88167,24.9096082,121.0850347,1,0
龍潭區,421,421,國民小學,34727,市立龍源國小,桃園市,[325]桃園市龍潭區高平里深窩子16之1號,(03)4717149,,121.213305,24.896645,24.8255949,121.2118374,1,0
龜山區,335,335,國民小學,34641,市立大坑國小,桃園市,[333]桃園市龜山區大坑路一段850號,(03)3252430,偏遠,121.31022,24.992318,25.0450217,121.314656,1,0
蘆竹區,315,315,國民小學,34621,市立山腳國小,桃園市,[338]桃園市蘆竹區南山路三段440號,(03)3241884,,121.618614,24.660899,25.0885,121.2876667,1,0
觀音區,407,407,國民小學,34713,市立大潭國小,桃園市,[328]桃園市觀音區大潭里濱海路大潭段687號,(03)4732087,偏遠,121.252443,24.940255,25.0219128,121.0586593,1,0
八德區,340,340,國民小學,34646,市立大成國小,桃園市,[334]桃園市八德區廣福路31號,(03)3661155,,121.31482,24.983481,24.9584791,121.2984424,1,1
大園區,318,318,國民小學,34624,市立大園國小,桃園市,[337]桃園市大園區橫峰里中正東路160號,(03)3862030,,121.426309,24.488603,25.0590851,121.2026707,1,1
大溪區,479,479,國民小學,34788,市立仁和國小,桃園市,[335]桃園市大溪區仁和二街50號,(03)3076626,,121.342966,25.005981,24.8984048,121.2762349,1,1
中壢區,467,467,國民小學,34774,市立元生國小,桃園市,[320]桃園市中壢區文化二路161號,(03)4625566#111,,121.30423,25.012763,24.9745384,121.2511461,1,1
平鎮區,376,376,國民小學,34682,市立南勢國小,桃園市,[324]桃園市平鎮區中豐路南勢二段223號,(03)4393724,,121.327594,24.991959,24.913476,121.2106409,1,1
桃園區,301,301,國民小學,34607,市立中山國小,桃園市,[330]桃園市桃園區國際路一段1070號,(03)3603012,,121.799215,24.68719,24.9862844,121.2896827,1,1
新屋區,395,395,國民小學,34701,市立新屋國小,桃園市,[327]桃園市新屋區新生里中正路196號,(03)4772016,,121.266018,24.882887,24.9734606,121.1019361,1,1
楊梅區,461,461,國民小學,34768,市立瑞塘國小,桃園市,[326]桃園市楊梅區瑞溪路二段100號,(03)4316360,,121.315177,24.977023,24.90813,121.1795202,1,1
龍潭區,448,448,國民小學,34755,市立龍星國小,桃園市,[325]桃園市龍潭區中正路269號,(03)4797299,,121.355247,24.661734,24.8626841,121.2175846,1,1
龜山區,465,465,國民小學,34772,市立南美國小,桃園市,[333]桃園市龜山區南美里南上路99號,(03)3126250,,121.320522,25.008907,25.0478314,121.2969385,1,1
蘆竹區,307,307,國民小學,34613,市立南崁國小,桃園市,[338]桃園市蘆竹區羊稠里吉林路160號,(03)3115578,,121.806775,24.629103,25.0503008,121.3011017,1,1
觀音區,413,413,國民小學,34719,市立草漯國小,桃園市,[328]桃園市觀音區草漯里新生路1462號,(03)4830160,,121.25189,24.968061,25.045658,121.1429776,1,1
二崙鄉,1250,1250,國民小學,94688,縣立二崙國小,雲林縣,[649]雲林縣二崙鄉崙東村中興路36號,(05)5982241,,120.691024,23.952585,23.7717116,120.4130466,1,1
大埤鄉,1206,1206,國民小學,94643,縣立大埤國小,雲林縣,[631]雲林縣大埤鄉南和村中正路23號,(05)5912007,,120.376114,23.874441,23.6445964,120.431583,1,1
斗六市,1173,1173,國民小學,94610,縣立公誠國小,雲林縣,[640]雲林縣斗六市鎮北里北平路95號,(05)5322536,,120.610022,23.889497,23.7150829,120.538812,1,1
斗南鎮,1194,1194,國民小學,94631,縣立斗南國小,雲林縣,[630]雲林縣斗南鎮西歧里文昌路150號,(05)5972020,,120.479133,23.844207,23.6808084,120.4790889,1,1
水林鄉,1313,1313,國民小學,94753,縣立水燦林國小,雲林縣,[652]雲林縣水林鄉水北村水林路6號,(05)7852845,,121.075772,22.790805,23.5726297,120.2466527,1,1
北港鎮,1270,1270,國民小學,94708,縣立北辰國小,雲林縣,[651]雲林縣北港鎮新街里成功路30號,(05)7832153,,120.485612,22.748723,23.5773685,120.303016,1,1
西螺鎮,1242,1242,國民小學,94680,縣立文昌國小,雲林縣,[648]雲林縣西螺鎮中興里延平路504號,(05)5862013,,120.94722,24.005062,23.8002332,120.4520814,1,1
虎尾鎮,1212,1212,國民小學,94649,縣立立仁國小,雲林縣,[632]雲林縣虎尾鎮立仁街40號,(05)6322205,,120.409554,23.925389,23.7058661,120.428277,1,1
麥寮鄉,1264,1264,國民小學,94702,縣立麥寮國小,雲林縣,[638]雲林縣麥寮鄉麥津村中山路260號,(05)6932266,,120.751471,22.203353,23.7491612,120.2544243,1,1
莿桐鄉,1200,1200,國民小學,94637,縣立莿桐國小,雲林縣,[647]雲林縣莿桐鄉莿桐村中正路147號,(05)5842065,,120.567506,23.816027,23.757321,120.4986505,1,1
臺西鄉,1238,1238,國民小學,94676,縣立崙豐國小,雲林縣,[636]雲林縣臺西鄉永豐村崙豐路42號,(05)6982142,,120.528452,24.062891,23.7204448,120.2091745,1,1
二崙鄉,1252,1252,國民小學,94690,縣立油車國小,雲林縣,[649]雲林縣二崙鄉港後村港後路60號,(05)5982600,,120.637902,23.90719,23.7952395,120.3917753,1,0
土庫鎮,1221,1221,國民小學,94659,縣立土庫國小,雲林縣,[633]雲林縣土庫鎮順天里中正路69號,(05)6622524,,120.416261,23.875837,23.6753,120.3889897,1,0
大埤鄉,1208,1208,國民小學,94645,縣立仁和國小,雲林縣,[631]雲林縣大埤鄉豐岡村仁和路4號,(05)5912454,,120.419359,23.954087,23.6620108,120.4224396,1,0
斗六市,1167,1167,國民小學,94604,縣立梅林國小,雲林縣,[640]雲林縣斗六市梅林里梅林路256號,(05)5572211,,120.368642,22.337884,23.702307,120.6016593,0,1
斗南鎮,1197,1197,國民小學,94634,縣立重光國小,雲林縣,[630]雲林縣斗南鎮將軍里溫厝1號,(05)5972454,,120.519475,23.814253,23.658028,120.509114,1,0
水林鄉,1312,1312,國民小學,94752,縣立和安國小,雲林縣,[652]雲林縣水林鄉溪漧村41號,(05)7853932,特偏,121.043038,22.764927,23.5723224,120.244847,1,0
古坑鄉,1175,1175,國民小學,94612,縣立古坑國(中)小,雲林縣,[646]雲林縣古坑鄉朝陽路3號,(05)5821024,,120.61785,23.810772,23.6458289,120.565828,1,0
東勢鄉,1232,1232,國民小學,94670,縣立東勢國小,雲林縣,[635]雲林縣東勢鄉東南村東榮路29巷9號,(05)6991036,,120.345102,23.978273,23.693257,120.2570421,0,1
林內鄉,1189,1189,國民小學,94626,縣立重興國小,雲林縣,[643]雲林縣林內鄉重興村重興路15號,(05)5892044,,120.460179,23.917168,23.7644656,120.5795779,1,0
虎尾鎮,1213,1213,國民小學,94650,縣立大屯國小,雲林縣,[632]雲林縣虎尾鎮東屯里147號,(05)6651284,,120.32034,23.85302,23.7030636,120.3983097,1,0
莿桐鄉,1201,1201,國民小學,94638,縣立饒平國小,雲林縣,[647]雲林縣莿桐鄉饒平村饒平路1號,(05)5842071,,120.490911,23.852997,23.7772576,120.522261,1,0
臺西鄉,1237,1237,國民小學,94675,縣立臺西國小,雲林縣,[636]雲林縣臺西鄉台西村民權路9號,(05)6982045,,120.586997,23.889205,23.7034983,120.2000984,0,1
三民區,2557,2557,國民小學,553611,市立東光國小,高雄市,[807]高雄市三民區黃興路206號,(07)3898338,,120.339722,22.649042,22.648236,120.3389977,1,1
大社區,1641,1641,國民小學,124638,市立大社區大社國小,高雄市,[815]高雄市大社區大社里三民路336號,(07)3511940,,120.250892,22.948728,22.7301145,120.3457145,1,1
大寮區,1621,1621,國民小學,124618,市立永芳國小,高雄市,[831]高雄市大寮區永芳里鳳林三路499號,(07)7812814,,120.75402,23.492485,22.6056213,120.3949833,1,1
小港區,2600,2600,國民小學,613610,市立漢民國小,高雄市,[812]高雄市小港區漢民路500號,(07)8036569,,120.359186,22.566704,22.5666762,120.3590778,1,1
仁武區,1739,1739,國民小學,124744,市立登發國小,高雄市,[814]高雄市仁武區仁和里仁忠路191號,(07)3726033,,120.267177,23.238956,22.6798888,120.354344,1,1
左營區,2535,2535,國民小學,533610,市立福山國小,高雄市,[813]高雄市左營區重愛路99號,(07)3487633,,120.317215,22.683573,22.6837453,120.3173618,1,1
永安區,1736,1736,國民小學,124741,市立維新國小,高雄市,[828]高雄市永安區維新路光明九巷69之10號,(07)6913816,,120.276394,23.213299,22.8035549,120.2523997,1,1
岡山區,1740,1740,國民小學,124745,市立竹圍國小,高雄市,[820]高雄市岡山區竹圍里大仁北路1號,(07)6233032,,120.350282,23.225895,22.8027494,120.3028676,1,1
林園區,1616,1616,國民小學,124613,市立林園國小,高雄市,[832]高雄市林園區林園里忠孝西路20號,(07)6412125,,120.669051,23.556274,22.5070172,120.3931432,1,1
前金區,2565,2565,國民小學,573601,市立前金國小,高雄市,[801]高雄市前金區大同二路61號,(07)2829001,,120.293922,22.626351,22.6264158,120.2938711,1,1
前鎮區,2584,2584,國民小學,593610,市立瑞祥國小,高雄市,[806]高雄市前鎮區班超路20號,(07)7221212,,120.326798,22.600692,22.6008554,120.3271408,1,1
苓雅區,2571,2571,國民小學,583605,市立四維國小,高雄市,[802]高雄市苓雅區青年一路103號,(07)3348199,,120.312653,22.623092,22.6231523,120.3133242,1,1
梓官區,1687,1687,國民小學,124687,市立梓官國小,高雄市,[826]高雄市梓官區進學路61號,(07)6193927轉10,,120.224837,23.098691,22.760273,120.264535,1,1
鳥松區,1644,1644,國民小學,124641,市立仁美國小,高雄市,[833]高雄市鳥松區仁美里學堂路2號,(07)7315633,,120.288178,22.964457,22.6574356,120.3985232,1,1
新興區,2563,2563,國民小學,563603,市立信義國小,高雄市,[800]高雄市新興區中正三路32號,(07)2365163,,120.310999,22.631618,22.6309629,120.3105873,1,1
楠梓區,2538,2538,國民小學,543601,市立楠梓國小,高雄市,[811]高雄市楠梓區楠梓路262號,(07)3511140,,120.328366,22.732233,22.7334219,120.3279184,1,1
路竹區,1667,1667,國民小學,124667,市立路竹國小,高雄市,[821]高雄市路竹區竹南里中山路712巷16號,(07)6969920,,120.458712,23.121248,22.8563263,120.2593858,1,1
鼓山區,2524,2524,國民小學,523606,市立龍華國小,高雄市,[804]高雄市鼓山區大順一路858號,(07)5553086,,120.29767,22.655044,22.6552521,120.298411,1,1
旗山區,1691,1691,國民小學,124691,市立旗山區鼓山國小,高雄市,[842]高雄市旗山區延平一路111號,(07)6612051,,120.266083,23.187542,22.8985075,120.4825914,1,1
鳳山區,1614,1614,國民小學,124611,市立新甲國小,高雄市,[830]高雄市鳳山區新強里新富路255號,(07)7668170,,120.665002,23.540034,22.6129724,120.34024,1,1
橋頭區,1748,1748,國民小學,124753,市立橋頭國小,高雄市,[825]高雄市橋頭區橋頭里樹德路200號,(07)6126011,,120.31637,23.30654,22.7613901,120.3059129,1,1
燕巢區,1656,1656,國民小學,124654,市立燕巢國小,高雄市,[824]高雄市燕巢區東燕里中華路177號,(07)6161495,,120.267321,23.00542,22.7955552,120.3659035,1,1
彌陀區,1684,1684,國民小學,124684,市立彌陀國小,高雄市,[827]高雄市彌陀區彌靖里中正路213號,(07)6176300,,120.295674,23.078967,22.7839098,120.2479416,1,1
鹽埕區,2517,2517,國民小學,513602,市立鹽埕區忠孝國小,高雄市,[803]高雄市鹽埕區大智路71號,(07)5514887,,120.285159,22.621585,22.621541,120.2851186,1,1
大社區,1642,1642,國民小學,124639,市立嘉誠國小,高雄市,[815]高雄市大社區嘉誠里嘉誠路22號,(07)3560418,偏遠,120.230314,22.945296,22.7482648,120.3801193,1,0
大寮區,1623,1623,國民小學,124620,市立忠義國小,高雄市,[831]高雄市大寮區忠義里忠義路1號,(07)7812858,,120.750028,23.575863,22.616612,120.384367,1,0
大樹區,1630,1630,國民小學,124627,市立九曲國小,高雄市,[840]高雄市大樹區九曲里九曲路498號,(07)6512541,,120.453581,23.44291,22.6563712,120.4230022,1,0
小港區,2596,2596,國民小學,613606,市立鳳鳴國小,高雄市,[812]高雄市小港區鳳鳴路191號,(07)8714561,,120.357365,22.51549,22.515138,120.3575578,1,0
永安區,1682,1682,國民小學,124682,市立永安國小,高雄市,[828]高雄市永安區永華里永華路49號,(07)6912011,,120.288307,23.153161,22.8156529,120.2243834,1,0
林園區,1620,1620,國民小學,124617,市立汕尾國小,高雄市,[832]高雄市林園區北汕里58巷2號,(07)6412334,,120.749376,23.453204,22.4871992,120.4112756,1,0
阿蓮區,1665,1665,國民小學,124665,市立中路國小,高雄市,[822]高雄市阿蓮區中路里272號,(07)6312325,,120.299006,23.038165,22.8937615,120.2945362,1,0
美濃區,1699,1699,國民小學,124701,市立中壇國小,高雄市,[843]高雄市美濃區中壇里忠孝路一段19號,(07)6812534,,120.153228,23.178759,22.883998,120.5303368,1,0
茄萣區,1749,1749,國民小學,124754,市立興達國小,高雄市,[852]高雄市茄萣區崎漏里民治路2號,(07)6988099,,120.306223,23.30545,22.8738614,120.1907921,1,0
湖內區,1675,1675,國民小學,124675,市立明宗國小,高雄市,[829]高雄市湖內區保生路103號,(07)6994682,,120.403942,23.056159,22.9069683,120.2224811,1,0
旗山區,1689,1689,國民小學,124689,市立旗山國小,高雄市,[842]高雄市旗山區湄洲里華中街44號,(07)6612052,,120.253325,23.186292,22.8702492,120.4703258,1,0
旗津區,2589,2589,國民小學,603601,市立旗津國小,高雄市,[805]高雄市旗津區中洲三路623號,(07)5715133,,120.270949,22.608269,22.6084947,120.271917,1,0
燕巢區,1658,1658,國民小學,124656,市立深水國小,高雄市,[824]高雄市燕巢區深水里深中路2號,(07)6152447,偏遠,120.275965,23.018791,22.7722525,120.3900295,1,0
竹北市,564,564,國民小學,44683,縣立興隆國小,新竹縣,[302]新竹縣竹北市文興路88號,(03)6681799,,121.047797,24.825155,24.8166784,121.0153894,1,1
竹東鎮,503,503,國民小學,44621,縣立大同國小,新竹縣,[310]新竹縣竹東鎮莊敬路111號,(03)5961160,,120.728694,24.089575,24.7402914,121.0884096,1,1
湖口鄉,519,519,國民小學,44637,縣立新湖國小,新竹縣,[303]新竹縣湖口鄉民族街222號,(03)5992062,,120.752628,24.083486,24.9056292,121.047373,1,1
新埔鎮,492,492,國民小學,44610,縣立新埔國小,新竹縣,[305]新竹縣新埔鎮中正路366號,(03)5882124,,120.646953,24.094435,24.8280976,121.079169,1,1
新豐鄉,523,523,國民小學,44641,縣立山崎國小,新竹縣,[304]新竹縣新豐鄉新興路291號,(03)5592714,,120.881395,24.16339,24.8719052,120.9986876,1,1
寶山鄉,542,542,國民小學,44660,縣立雙溪國小,新竹縣,[308]新竹縣寶山鄉雙園路二段310號,(03)5202151,,121.3865,25.061333,24.7656321,120.9906294,1,1
竹北市,518,518,國民小學,44636,縣立鳳岡國小,新竹縣,[302]新竹縣竹北市大義里鳳岡路3段200號,(03)5561928,,120.727718,24.104547,24.8613665,120.9643393,1,0
竹東鎮,507,507,國民小學,44625,縣立陸豐國小,新竹縣,[310]新竹縣竹東鎮陸豐里48號,(03)5923697,偏遠,120.667585,24.061075,24.7671961,121.0757883,1,0
芎林鄉,537,537,國民小學,44655,縣立芎林國小,新竹縣,[307]新竹縣芎林鄉文林村四鄰文山路288號,(03)5923184,,121.296979,25.008337,24.7741592,121.0824151,1,0
湖口鄉,520,520,國民小學,44638,縣立和興國小,新竹縣,[303]新竹縣湖口鄉和興村德興路930號,(03)5992094,,120.752287,24.122879,24.9269905,121.0386991,1,0
新豐鄉,536,536,國民小學,44654,縣立埔和國小,新竹縣,[304]新竹縣新豐鄉埔和村466號,(03)5680096,,121.315445,25.018714,24.9272619,120.9962356,1,0
橫山鄉,529,529,國民小學,44647,縣立大肚國小,新竹縣,[312]新竹縣橫山鄉大肚村中豐路二段157號,(03)5932380,,120.908951,24.291388,24.7186538,121.1401462,1,0
關西鎮,483,483,國民小學,44601,縣立關西國小,新竹縣,[306]新竹縣關西鎮西安里中山路126號,(03)5872028,,121.251288,24.974314,24.7918809,121.1752064,1,0
北區,2201,2201,國民小學,183603,市立民富國小,新竹市,[300]新竹市北區西大路561號,(03)5222102,,120.96016,24.8082,24.8084424,120.9605065,1,1
東區,2205,2205,國民小學,183607,市立東園國小,新竹市,[300]新竹市東區園後街25號,(03)5712496,,120.985302,24.800121,24.8000634,120.9851876,1,1
香山區,2213,2213,國民小學,183615,市立香山國小,新竹市,[300]新竹市香山區牛埔東路260號,(03)5386164,,120.944008,24.796344,24.7963336,120.9439558,1,1
東區,2227,2227,國民小學,183630,市立青草湖國小,新竹市,[300]新竹市東區明湖路1211號,(03)5200360,,120.978466,24.768952,24.7685769,120.9780309,1,0
香山區,2220,2220,國民小學,183622,市立內湖國小,新竹市,[300]新竹市香山區內湖路109號,(03)5373184,,120.90636,24.742106,24.7426161,120.9062011,1,0
中埔鄉,1394,1394,國民小學,104684,縣立頂六國小,嘉義縣,[606]嘉義縣中埔鄉金蘭村頂山門25號,(05)2394042,,120.677511,23.981673,23.445647,120.4955304,1,0
六腳鄉,1356,1356,國民小學,104641,縣立六美國小,嘉義縣,[615]嘉義縣六腳鄉六斗村31號,(05)7812708,,120.907612,22.47741,23.5430449,120.2945362,1,0
水上鄉,1386,1386,國民小學,104676,縣立忠和國小,嘉義縣,[608]嘉義縣水上鄉忠和村檳榔樹角35號,(05)2890365,,120.929743,23.998681,23.4251879,120.4471415,1,0
民雄鄉,1338,1338,國民小學,104623,縣立三興國小,嘉義縣,[621]嘉義縣民雄鄉三興村陳厝寮55號,(05)2720042,,121.285041,22.998414,23.5576646,120.4818224,1,0
朴子市,1319,1319,國民小學,104603,縣立雙溪國小,嘉義縣,[613]嘉義縣朴子市雙溪里30號,(05)3795549,偏遠,120.888285,22.339864,23.487724,120.2772325,1,0
竹崎鄉,1408,1408,國民小學,104705,縣立圓崇國小,嘉義縣,[604]嘉義縣竹崎鄉灣橋村387巷28號,(05)2790508,,120.721166,23.809905,23.4905951,120.5036499,1,0
新港鄉,1348,1348,國民小學,104633,縣立新港國小,嘉義縣,[616]嘉義縣新港鄉福德村登雲路105號,(05)3742039,,121.461784,23.341362,23.5555174,120.3459603,1,0
溪口鄉,1347,1347,國民小學,104632,縣立柳溝國小,嘉義縣,[623]嘉義縣溪口鄉柳溝村南靖厝5號,(05)2691071,偏遠,121.428547,23.285694,23.5767497,120.4138115,1,0
義竹鄉,1374,1374,國民小學,104661,縣立義竹國小,嘉義縣,[624]嘉義縣義竹鄉六桂村208號,(05)3412203,,121.622569,23.991018,23.3324379,120.2440609,1,0
中埔鄉,1395,1395,國民小學,104685,縣立和睦國小,嘉義縣,[606]嘉義縣中埔鄉和美村後庄16號,(05)2304511,,120.667892,23.99511,23.453018,120.460212,1,1
六腳鄉,1354,1354,國民小學,104639,縣立蒜頭國小,嘉義縣,[615]嘉義縣六腳鄉蒜頭村188號,(05)3802025,,120.868276,22.294293,23.4964097,120.2930943,1,1
太保市,1381,1381,國民小學,104671,縣立南新國小,嘉義縣,[612]嘉義縣太保市中山路一段140號,(05)2373005,,121.606227,23.971144,23.4970339,120.3835788,1,1
水上鄉,1383,1383,國民小學,104673,縣立水上國小,嘉義縣,[608]嘉義縣水上鄉水上村正義路182號,(05)2682073,,121.607044,23.991964,23.4282253,120.3972979,1,1
民雄鄉,1336,1336,國民小學,104621,縣立民雄國小,嘉義縣,[621]嘉義縣民雄鄉中樂村民族路43號,(05)2262022,,121.292314,22.956452,23.5553437,120.4294085,1,1
朴子市,1318,1318,國民小學,104602,縣立大同國小,嘉義縣,[613]嘉義縣朴子市大同路239號,(05)3792144,,120.941524,22.462403,23.461311,120.2405472,1,1
新港鄉,1350,1350,國民小學,104635,縣立月眉國小,嘉義縣,[616]嘉義縣新港鄉月眉村20鄰123號,(05)3772059,,120.96138,22.595122,23.5175007,120.3637277,1,1
西區,2315,2315,國民小學,203617,市立興嘉國小,嘉義市,[600]嘉義市西區重慶路51號,(05)2860885,,120.43795,23.46525,23.4657748,120.4399094,1,1
東區,2299,2299,國民小學,203601,市立崇文國小,嘉義市,[600]嘉義市東區垂楊路241號,(05)2222310,,120.45285,23.47349,23.4726011,120.4537206,1,1
二林鎮,982,982,國民小學,74736,縣立二林國小,彰化縣,[526]彰化縣二林鎮東和里斗苑路五段22號,(04)8960057,,120.553073,23.46411,23.8997956,120.3716058,1,1
大村鄉,935,935,國民小學,74689,縣立大村國小,彰化縣,[515]彰化縣大村鄉大村村中正西路381號,(04)8522794,,120.312862,23.514795,23.9937736,120.5457238,1,1
北斗鎮,958,958,國民小學,74712,縣立北斗國小,彰化縣,[521]彰化縣北斗鎮新政里文苑路一段32號,(04)8882008,,120.208154,23.30644,23.8754595,120.5233521,1,1
永靖鄉,939,939,國民小學,74693,縣立永靖國小,彰化縣,[512]彰化縣永靖鄉永東村中山路二段65號,(04)8221812,,120.312222,23.500443,23.920611,120.5481571,1,1
田中鎮,944,944,國民小學,74698,縣立田中國小,彰化縣,[520]彰化縣田中鎮南路里中州路177號,(04)8742013,,120.174362,23.471402,23.8580393,120.5874363,1,1
田尾鄉,963,963,國民小學,74717,縣立田尾國小,彰化縣,[522]彰化縣田尾鄉饒平村中山路一段449號,(04)8832745,,120.38373,23.497023,23.8915367,120.5284487,1,1
竹塘鄉,999,999,國民小學,74753,縣立竹塘國小,彰化縣,[525]彰化縣竹塘鄉竹塘村文化街20號,(04)8972039,,120.920679,24.394243,23.8607298,120.4287371,1,1
伸港鄉,881,881,國民小學,74635,縣立新港國小,彰化縣,[509]彰化縣伸港鄉和平路60號,(04)7982310,,120.849485,24.299095,24.1487073,120.4849998,1,1
秀水鄉,903,903,國民小學,74657,縣立明正國小,彰化縣,[504]彰化縣秀水鄉埔崙村彰水路二段341號,(04)7692533,,120.250492,23.411474,24.0266029,120.4931037,1,1
和美鎮,874,874,國民小學,74628,縣立和東國小,彰化縣,[508]彰化縣和美鎮和東里彰美路五段210號,(04)7552724,,120.867647,24.382739,24.1087102,120.5016233,1,1
社頭鄉,950,950,國民小學,74704,縣立社頭國小,彰化縣,[511]彰化縣社頭鄉社頭村社斗路一段258號,(04)8732039,,120.307414,23.411762,23.8974372,120.5866395,1,1
花壇鄉,867,867,國民小學,74621,縣立花壇國小,彰化縣,[503]彰化縣花壇鄉長沙村學前路108號,(04)7862029,,120.761765,24.610127,24.0261919,120.5430352,1,1
員林市,928,928,國民小學,74682,縣立靜修國小,彰化縣,[510]彰化縣員林市南平里靜修路74號,(04)8320341,,120.37158,23.605881,23.962386,120.5655664,1,1
埔心鄉,919,919,國民小學,74673,縣立埔心國小,彰化縣,[513]彰化縣埔心鄉義民村員鹿路二段254號,(04)8291494,,120.434865,23.557668,23.9529477,120.5453823,1,1
埔鹽鄉,915,915,國民小學,74669,縣立好修國小,彰化縣,[516]彰化縣埔鹽鄉好修村員鹿路二段149號,(04)8653555,,120.476683,23.59013,24.0072742,120.4596718,1,1
埤頭鄉,968,968,國民小學,74722,縣立合興國小,彰化縣,[523]彰化縣埤頭鄉合興村文鄉路161號,(04)8922030,,120.447935,23.425847,23.8940744,120.4594322,1,1
鹿港鎮,1015,1015,國民小學,74771,縣立鹿東國小,彰化縣,[505]彰化縣鹿港鎮長安路125號,(04)7756521,,120.543208,24.026315,24.0585567,120.443284,1,1
溪州鄉,973,973,國民小學,74727,縣立溪州國小,彰化縣,[524]彰化縣溪州鄉尾厝村中山路三段451號,(04)8895013,,120.52421,23.423083,23.8527892,120.4974097,1,1
溪湖鎮,909,909,國民小學,74663,縣立湖東國小,彰化縣,[514]彰化縣溪湖鎮湖東里大溪路二段423號,(04)8852062,,120.214091,23.419497,23.9639315,120.4823837,1,1
彰化市,850,850,國民小學,74604,縣立南郭國小,彰化縣,[500]彰化縣彰化市彰化市中興路98號,(04)7280366,,121.008482,24.62934,24.071027,120.5470014,1,1
福興鄉,895,895,國民小學,74649,縣立西勢國小,彰化縣,[506]彰化縣福興鄉西勢村員鹿路二段412號,(04)7772317,,120.246901,23.572998,24.0440417,120.437131,1,1
線西鄉,880,880,國民小學,74634,縣立曉陽國小,彰化縣,[507]彰化縣線西鄉頂犁村頂犁路158之1號,(04)7585370,,120.824783,24.312207,24.1214882,120.477797,1,1
二水鄉,955,955,國民小學,74709,縣立二水國小,彰化縣,[530]彰化縣二水鄉文化村光文路119號,(04)8792040,,120.337183,23.404822,23.8109622,120.6170364,1,0
二林鎮,988,988,國民小學,74742,縣立萬興國小,彰化縣,[526]彰化縣二林鎮永興里中央南街2號,(04)8682759,,120.591824,23.518497,23.9541428,120.4199914,1,0
大城鄉,996,996,國民小學,74750,縣立美豐國小,彰化縣,[527]彰化縣大城鄉三豐村東盛路1號,(04)8941660,偏遠,120.498622,23.507963,23.8850736,120.3016376,1,0
竹塘鄉,1002,1002,國民小學,74756,縣立長安國小,彰化縣,[525]彰化縣竹塘鄉長安村東陽路二段123號,(04)8972694,偏遠,120.604312,24.08649,23.8472092,120.3869512,0,1
芬園鄉,861,861,國民小學,74615,縣立芬園國小,彰化縣,[502]彰化縣芬園鄉彰南路四段27巷28號,(049)2522208,,120.809528,24.645664,24.0121841,120.628413,1,0
